RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,bd,Month,zhvi
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,3,2001-08-31,134731
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-08-31,195901
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-08-31,158749
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,3,2001-08-31,194555
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-08-31,253368
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,4,2001-08-31,203581
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-08-31,182979
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,4,2001-08-31,212651
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-08-31,164448
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-08-31,223733
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-08-31,167753
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,4,2001-08-31,332555
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-08-31,283705
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-08-31,290882
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-08-31,191450
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,4,2001-08-31,161651
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-08-31,260855
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-08-31,244437
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,4,2001-08-31,218130
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-08-31,308128
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,5,2001-08-31,276491
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-08-31,239734
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,5,2001-08-31,259225
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-08-31,211902
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-08-31,262791
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-08-31,187180
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,5,2001-08-31,497896
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-08-31,388064
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-08-31,399362
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-08-31,275431
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,5,2001-08-31,230026
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-08-31,329046
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-08-31,296951
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,5,2001-08-31,258938
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-08-31,498581
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,1,2001-09-30,NA
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-09-30,197672
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,1,2001-09-30,117611
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-09-30,NA
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-09-30,NA
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-09-30,154757
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,1,2001-09-30,363865
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-09-30,134048
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-09-30,204148
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,1,2001-09-30,NA
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-09-30,101185
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-09-30,131293
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,1,2001-09-30,NA
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-09-30,148599
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,2,2001-09-30,133033
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-09-30,121197
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,2,2001-09-30,140440
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-09-30,110577
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-09-30,137835
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-09-30,126087
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,2,2001-09-30,153808
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-09-30,176216
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-09-30,143143
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-09-30,129401
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,2,2001-09-30,106189
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-09-30,133275
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-09-30,120907
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,2,2001-09-30,155127
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-09-30,199798
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,3,2001-09-30,156650
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-09-30,151859
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,3,2001-09-30,157157
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-09-30,135214
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-09-30,172859
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-09-30,128046
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,3,2001-09-30,239853
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-09-30,233816
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-09-30,175481
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-09-30,141680
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,3,2001-09-30,135689
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-09-30,196672
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-09-30,158886
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,3,2001-09-30,195253
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-09-30,254058
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,4,2001-09-30,204126
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-09-30,183384
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,4,2001-09-30,213552
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-09-30,164688
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-09-30,223646
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-09-30,167585
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,4,2001-09-30,332548
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-09-30,283333
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-09-30,292104
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-09-30,191779
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,4,2001-09-30,162980
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-09-30,261454
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-09-30,245928
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,4,2001-09-30,217375
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-09-30,309186
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,5,2001-09-30,276699
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-09-30,239864
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,5,2001-09-30,259611
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-09-30,212146
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-09-30,262921
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-09-30,187088
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,5,2001-09-30,499040
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-09-30,388800
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-09-30,399518
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-09-30,276440
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,5,2001-09-30,230064
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-09-30,328718
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-09-30,297515
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,5,2001-09-30,261184
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-09-30,501334
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,1,2001-10-31,NA
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-10-31,197183
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,1,2001-10-31,116332
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-10-31,NA
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-10-31,NA
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-10-31,154207
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,1,2001-10-31,363421
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-10-31,133278
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-10-31,202890
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,1,2001-10-31,NA
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-10-31,102876
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-10-31,129978
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,1,2001-10-31,NA
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-10-31,148245
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,2,2001-10-31,134109
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-10-31,121641
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,2,2001-10-31,139526
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-10-31,110968
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-10-31,137842
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-10-31,126590
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,2,2001-10-31,154588
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-10-31,176700
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-10-31,143238
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-10-31,129706
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,2,2001-10-31,106262
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-10-31,132919
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-10-31,121048
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,2,2001-10-31,155271
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-10-31,200133
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,3,2001-10-31,157029
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-10-31,152270
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,3,2001-10-31,157251
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-10-31,135504
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-10-31,172848
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-10-31,128201
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,3,2001-10-31,240617
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-10-31,234203
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-10-31,176116
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-10-31,141960
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,3,2001-10-31,136332
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-10-31,197398
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-10-31,159216
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,3,2001-10-31,195308
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-10-31,254519
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,4,2001-10-31,204651
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-10-31,183447
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,4,2001-10-31,213921
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-10-31,164934
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-10-31,223310
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-10-31,167115
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,4,2001-10-31,332553
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-10-31,283158
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-10-31,292753
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-10-31,192083
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,4,2001-10-31,163124
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-10-31,261973
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-10-31,246629
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,4,2001-10-31,216834
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-10-31,311021
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,5,2001-10-31,276728
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-10-31,239746
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,5,2001-10-31,260260
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-10-31,212123
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-10-31,262389
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-10-31,186668
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,5,2001-10-31,500813
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-10-31,389750
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-10-31,398833
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-10-31,277488
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,5,2001-10-31,229953
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-10-31,329606
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-10-31,297236
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,5,2001-10-31,263646
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-10-31,504820
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,1,2001-11-30,NA
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-11-30,198188
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,1,2001-11-30,116328
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-11-30,NA
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-11-30,NA
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-11-30,153980
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,1,2001-11-30,366054
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-11-30,132458
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-11-30,202208
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,1,2001-11-30,NA
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-11-30,105216
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-11-30,128559
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,1,2001-11-30,NA
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-11-30,148618
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,2,2001-11-30,134625
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-11-30,121980
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,2,2001-11-30,139483
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-11-30,111066
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-11-30,137914
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-11-30,127153
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,2,2001-11-30,155512
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-11-30,176959
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-11-30,143256
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-11-30,129694
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,2,2001-11-30,107098
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-11-30,132573
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-11-30,120927
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,2,2001-11-30,156630
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-11-30,200850
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,3,2001-11-30,157610
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-11-30,152549
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,3,2001-11-30,157292
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-11-30,135984
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-11-30,172947
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-11-30,128428
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,3,2001-11-30,241686
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-11-30,233610
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-11-30,177359
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-11-30,142396
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,3,2001-11-30,137026
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-11-30,197992
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-11-30,159624
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,3,2001-11-30,195141
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-11-30,254259
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,4,2001-11-30,205191
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-11-30,183812
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,4,2001-11-30,214144
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-11-30,165106
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-11-30,223603
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-11-30,167298
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,4,2001-11-30,334194
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-11-30,282966
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-11-30,293088
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-11-30,192506
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,4,2001-11-30,163292
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-11-30,262959
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-11-30,246994
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,4,2001-11-30,218139
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-11-30,312029
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,5,2001-11-30,277184
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-11-30,239947
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,5,2001-11-30,260928
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-11-30,211807
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-11-30,262718
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-11-30,186406
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,5,2001-11-30,504941
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-11-30,389721
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-11-30,399656
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-11-30,277774
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,5,2001-11-30,230363
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-11-30,331551
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-11-30,296860
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,5,2001-11-30,268972
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,5,2001-11-30,507429
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,1,2001-12-31,NA
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-12-31,198651
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,1,2001-12-31,115985
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-12-31,NA
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-12-31,NA
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-12-31,154435
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,1,2001-12-31,366206
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-12-31,132550
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-12-31,201423
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,1,2001-12-31,NA
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-12-31,107875
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-12-31,127937
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,1,2001-12-31,NA
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,1,2001-12-31,148801
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,2,2001-12-31,135034
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-12-31,122769
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,2,2001-12-31,139416
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-12-31,111234
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-12-31,138194
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-12-31,127805
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,2,2001-12-31,155978
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-12-31,177798
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-12-31,143365
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-12-31,129435
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,2,2001-12-31,107050
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-12-31,133277
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-12-31,120823
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,2,2001-12-31,158454
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,2,2001-12-31,201344
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,3,2001-12-31,158233
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-12-31,152971
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,3,2001-12-31,157466
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-12-31,136634
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-12-31,173158
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-12-31,128988
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,3,2001-12-31,242532
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-12-31,233159
94286,4143,83714,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-12-31,178368
94285,4151,83713,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-12-31,142872
94241,5801,83634,Zip,ID,ID,Kuna,Boise City,Ada County,3,2001-12-31,137417
94288,6246,83716,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-12-31,198709
94276,6426,83703,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-12-31,160207
94265,9164,83669,Zip,ID,ID,Star,Boise City,Ada County,3,2001-12-31,195666
94284,10085,83712,Zip,ID,ID,Boise,Boise City,Ada County,3,2001-12-31,253029
399648,457,83646,Zip,ID,ID,Meridian,Boise City,Ada County,4,2001-12-31,205249
94282,613,83709,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-12-31,184181
94248,1058,83642,Zip,ID,ID,Meridian,Boise City,Ada County,4,2001-12-31,214262
94277,1510,83704,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-12-31,165388
94279,1917,83706,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-12-31,223710
94278,3270,83705,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-12-31,168153
94227,3433,83616,Zip,ID,ID,Eagle,Boise City,Ada County,4,2001-12-31,335477
94275,3915,83702,Zip,ID,ID,Boise,Boise City,Ada County,4,2001-12-31,283762
